participant,list,rep,trial,phase,jitter,max_alpha,condition,flip,alpha,vbl_expected,vbl_realized,missed
217,1,2,2,noise,4,0,CFS,19,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,20,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,21,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,22,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,23,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,24,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,25,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,26,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,27,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,28,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,29,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,30,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,31,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,32,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,33,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,34,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,35,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,36,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,37,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,38,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,39,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,40,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,41,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,42,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,43,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,44,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,45,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,46,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,47,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,48,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,49,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,50,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,51,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,52,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,53,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,54,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,55,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,56,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,57,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,58,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,59,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,60,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,61,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,62,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,63,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,64,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,65,0,NaN,NaN,NaN
217,1,2,2,noise,4,0,CFS,66,0,NaN,NaN,NaN
